original_review,comment_clean,sentiment_label,label_numeric
"During Prime Day this 2nd gen Echo was on sale so I couldn't resist! This was the beginning to my smart home set up and I couldn't be happier to say that Alexa has done an amazing job connecting to all of my ""smart"" devices. Thanks to her, I can control my lights, smart plugs, TV, etc. I had no trouble connecting the Echo to my WiFi and my phone. The app works perfectly fine and it let's you add skills, routines, smart devices, timers, and so much more! Sound quality is good enough for me, since I am not an audiophile. Alexa can hear my voice even when watching movies at a high volume. Design is great and modern, it will definitely add a nice touch to your home and you can change the covers if you'd like as there are more for sale. Overall, this is a great addition to my home and enables so many possibilities. If you haven't yet, be sure to add Alexa to your home!","during prime day this 2nd gen echo was on sale so i couldn't resist! this was the beginning to my smart home set up and i couldn't be happier to say that alexa has done an amazing job connecting to all of my ""smart"" devices. thanks to her, i can control my lights, smart plugs, tv, etc. i had no trouble connecting the echo to my wifi and my phone. the app works perfectly fine and it let's you add skills, routines, smart devices, timers, and so much more! sound quality is good enough for me, since i am not an audiophile. alexa can hear my voice even when watching movies at a high volume. design is great and modern, it will definitely add a nice touch to your home and you can change the covers if you'd like as there are more for sale. overall, this is a great addition to my home and enables so many possibilities. if you haven't yet, be sure to add alexa to your home!",positive,2
Versatile and fun !!!,versatile and fun !!!,positive,2
Works great! Killer speaker! My wife and son love it.,works great! killer speaker! my wife and son love it.,positive,2
We regret waiting so long to purchase this item. We are both surprised and pleased with the sound quality.,we regret waiting so long to purchase this item. we are both surprised and pleased with the sound quality.,positive,2
"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?","stopped working after 2 weeks ,didn't follow commands!? really fun when it was working?",negative,0
so far love it working on getting more things set up love the grocery list app,so far love it working on getting more things set up love the grocery list app,positive,2
"It performs pretty much as expected, but I am very disappointed it will not provide me with the terminology I need to play various kinds of music without subscribing to the Amazon music service.  I understand my music choices may be limited, but without knowing HOW TO ASK, I cannot access the music that is provided free along with my Echo purchase.  Do you have a chart showing the language I need to use?","it performs pretty much as expected, but i am very disappointed it will not provide me with the terminology i need to play various kinds of music without subscribing to the amazon music service.  i understand my music choices may be limited, but without knowing how to ask, i cannot access the music that is provided free along with my echo purchase.  do you have a chart showing the language i need to use?",positive,2
Easy to set up.,easy to set up.,positive,2
I like the product except that the speakers are not the high quality I expected,i like the product except that the speakers are not the high quality i expected,neutral,1
A great investment. Alexa has helped me out and made me laugh.,a great investment. alexa has helped me out and made me laugh.,positive,2
